Identificador,Proceso,Nombre,Descripcion,Tipo de Activo,Categoria,Idioma,Origen,Soporte y medio de registro,Informacion disponible,Información publicada,Custodio,Estado,¿Contiene informacion personal?
UMATA-006,Unidad Municipal de Asistencia Técnica Agropecuaria,IMPRESORA EPSON L3210,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-007,Unidad Municipal de Asistencia Técnica Agropecuaria,Jefe de oficina,Coordinar y ejecutar las actividades de oficina de UMATA,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-008,Unidad Municipal de Asistencia Técnica Agropecuaria,Correspondencia,Correspondencia,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,SI
UMATA-009,Unidad Municipal de Asistencia Técnica Agropecuaria,Formatos para asistencia tecnica a los pequeños productores,Formato de solicitudes agropecuario y tractor,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,SI
UMATA-010,Unidad Municipal de Asistencia Técnica Agropecuaria,Oficios,Oficios,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,SI
UMATA-011,Unidad Municipal de Asistencia Técnica Agropecuaria,Acuerdos,Acuerdo para el manejo animal,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,Publicada (Externo - Internet),Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,SI
UMATA-012,Unidad Municipal de Asistencia Técnica Agropecuaria,Profesional universatario administracion de empresas,Apoyo en todas las actividades de la oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-013,Unidad Municipal de Asistencia Técnica Agropecuaria,Medico veterinario zootecnista,Apoyo en el servicio tecnico a los habitantes del municipio en animales de produccion,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-014,Unidad Municipal de Asistencia Técnica Agropecuaria,Medico veterinario zootecnista,Apoyo en el servicio tecnico a los habitantes del municipio en animales de produccion,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-015,Unidad Municipal de Asistencia Técnica Agropecuaria,Ingeniero agronomo,Apoyo en el servicio tecnico a los habitantes del municipio en cultivos,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-016,Unidad Municipal de Asistencia Técnica Agropecuaria,Zootecnista,Apoyo a las diferentes actividades de la oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-017,Unidad Municipal de Asistencia Técnica Agropecuaria,Administrador agropecuario,Apoyo a las diferentes actividades de la oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-018,Unidad Municipal de Asistencia Técnica Agropecuaria,Administrador agropecuario,Apoyo a las diferentes actividades de la oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
OTGD-VDN-001,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-002,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-003,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-004,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-005,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-006,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-007,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-008,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-009,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-010,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-011,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-012,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,TECLADO HP,"El teclado es un dispositivo de entrada que utiliza una disposición de teclas, para que actúen como interruptores electrónicos que envían información a la computadora. El teclado tiene entre 99 y 108 teclas; y, está dividido en cuatro bloques: de funciones, alfanumérico, especial y numérico.",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-013,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,TECLADO HP,"El teclado es un dispositivo de entrada que utiliza una disposición de teclas, para que actúen como interruptores electrónicos que envían información a la computadora. El teclado tiene entre 99 y 108 teclas; y, está dividido en cuatro bloques: de funciones, alfanumérico, especial y numérico.",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-014,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,PORTATIL HP,"Una computadora portátil, también conocida como laptop, es un equipo personal que se puede transportar fácilmente",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-015,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,IMPRESORA SAMSUNG CLX-6260FD,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-016,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-017,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-018,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,TECLADO HP,"El teclado es un dispositivo de entrada que utiliza una disposición de teclas, para que actúen como interruptores electrónicos que envían información a la computadora. El teclado tiene entre 99 y 108 teclas; y, está dividido en cuatro bloques: de funciones, alfanumérico, especial y numérico.",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-019,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-020,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-021,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-022,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-023,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-024,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-025,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-026,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-027,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-028,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-029,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-030,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-031,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-032,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-033,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,CPU HP PRODESK,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-034,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-035,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-036,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-037,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-038,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-039,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-040,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-041,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-042,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VDN-043,Oficina de las TIC y Gobierno Digital - Vive Digital Nobsa,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
